"name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","number_of_reviews_ltm","license"
"Walk to Hip E Side+DT from Elegant Carriage House!",1827958,"Bryce And Rachael",null,78702,30.26145,-97.7287,"Entire home/apt",95,30,288,"2021-08-09",7.27,2,0,15,null
"East Austin (Riverside) Near Transportation",306525,"Ana-Maria",null,78741,30.22998,-97.71788,"Private room",30,14,0,null,null,1,0,0,null
"Walking distance to Downtown!",18103183,"Charlotte",null,78704,30.25221,-97.7655,"Entire home/apt",450,2,0,null,null,1,0,0,null
"Stunning dog-friendly house w/private gas grill & deck -steps to South Congress",1488733,"Vacasa Texas",null,78704,30.24975,-97.74791,"Entire home/apt",636,1,62,"2021-10-04",1.17,21,337,17,null
"2x2 Apt. near downtown & Townlake",23955346,"Adan",null,78741,30.24042,-97.71669,"Entire home/apt",400,4,0,null,null,1,0,0,null
"Room in Modern Home in Soco SXSW",5356163,"Benjamin",null,78704,30.23359,-97.76673,"Private room",125,5,2,"2015-08-14",0.03,2,286,0,null
"Lake Austin Cottage",25222752,"Patty",null,78746,30.32694,-97.78069,"Entire home/apt",90,5,20,"2019-08-26",0.33,1,0,0,null
"Relax and See the City in a Unique Forest House in Travis Heights",169512,"Charlotte",null,78704,30.2467,-97.73835,"Entire home/apt",196,3,11,"2021-09-06",0.21,3,109,3,null
"1 /1 overlooks courtyard",25257772,"Brian",null,78738,30.30083,-97.93214,"Entire home/apt",150,1,0,null,null,1,177,0,null
"""Open, Airy Tiny House-Central & UT!""",25263023,"Trish",null,78703,30.30857,-97.75748,"Entire home/apt",67,2,532,"2021-10-11",18.75,1,39,82,null
"""Large, Modern Apt on South Congress""",326078,"Marisa",null,78704,30.25284,-97.74878,"Entire home/apt",130,2,10,"2016-04-17",0.14,1,0,0,null
"Gorgeous Spacious Home in the Middle of Everything",25405315,"Daniel",null,78741,30.22498,-97.69297,"Entire home/apt",251,1,270,"2021-09-26",7.85,3,241,47,null
"Private East Austin Suite",25410909,"Courtney",null,78702,30.26299,-97.71655,"Private room",50,1,3,"2015-12-11",0.04,1,0,0,null
"Perfect 3/2 South Austin Retreat",1099423,"Gerard",null,78745,30.21457,-97.7701,"Entire home/apt",263,14,16,"2021-07-18",0.2,1,163,1,null
"The Treecycle",169512,"Charlotte",null,78704,30.24455,-97.73776,"Entire home/apt",98,3,239,"2021-10-11",3.01,3,316,27,null
"Moontower Studio - S. Congress",1093746,"Amy",null,78704,30.24141,-97.7475,"Entire home/apt",60,30,39,"2020-04-12",0.55,1,101,0,null
"Zilker area SXSW Rental",25477236,"Ryan",null,78704,30.24543,-97.78577,"Entire home/apt",1350,1,0,null,null,1,0,0,null
"Charming central austin room/s",25499986,"Shayla And Tom",null,78757,30.3466,-97.72866,"Private room",125,5,0,null,null,1,0,0,null
"Clarksville's Bungalow in the Trees",25410492,"Marilyn",null,78703,30.2759,-97.76448,"Entire home/apt",125,3,157,"2021-09-26",2,1,320,35,null
"Hilltop Hideaway Minutes from DT",10293287,"Ann",null,78704,30.25615,-97.7786,"Entire home/apt",1339,1,10,"2021-08-05",0.23,5,331,4,null
"3 BD/2 BA House With Yard",7761082,"Kate",null,78704,30.23871,-97.77511,"Entire home/apt",200,3,8,"2017-03-14",0.1,1,0,0,null
"2 BR 2 Bath Condo close to downtown",25605284,"Jeremiah",null,78741,30.22499,-97.74415,"Entire home/apt",89,30,258,"2021-08-27",6.42,1,70,4,null
"Tiny House in the Heart of the East Side",3353143,"Anna & Chad",null,78702,30.25622,-97.71446,"Entire home/apt",112,2,795,"2021-10-07",19.61,2,115,107,null
"Travis Heights 3/2: Bungalow & Hideaway Studio",2076136,"Kathleen",null,78704,30.24465,-97.73865,"Entire home/apt",314,4,25,"2020-03-02",0.93,3,268,0,null
"The Purple Pussy Palace!",985723,"Fiona",null,78723,30.28885,-97.67078,"Private room",99,15,8,"2015-05-24",0.1,1,0,0,null
"Sunny & Cozy in Central Austin",20627680,"Maria & Jose",null,78703,30.29262,-97.76361,"Entire home/apt",123,3,119,"2021-09-27",1.64,1,144,13,null
"Cherrywood House",1834167,"Grace Marie",null,78722,30.28587,-97.71903,"Entire home/apt",250,7,9,"2021-08-01",0.11,2,6,1,null
"Hilltop Home with view of Capitol & Downtown",1789111,"Ben",null,78703,30.27725,-97.75402,"Entire home/apt",61,1,22,"2017-12-27",0.34,1,0,0,null
"1 Bdr Guest Apartment Private Creekside Retreat",9369892,"Lucy",null,78757,30.33547,-97.74683,"Entire home/apt",130,3,106,"2021-04-12",1.32,2,1,8,null
"East Austin Oasis next to Downtown",419749,"Sara And Manny",null,78702,30.27596,-97.71551,"Entire home/apt",499,5,11,"2019-11-04",0.14,1,0,0,null
"""Hip Oasis, Bamboo Forest & Hot Tub""",12628034,"Michael",null,78723,30.30999,-97.70325,"Entire home/apt",188,2,342,"2021-09-26",173.9,2,306,60,null
"Charming Travis Heights Bungalow with Shaded Porch",2076136,"Kathleen",null,78704,30.24263,-97.74064,"Entire home/apt",198,4,414,"2021-10-11",6.56,3,0,31,null
"3 bed condo minutes from Downtown!",2667102,"Jason",null,78741,30.23618,-97.70513,"Entire home/apt",500,4,0,null,null,1,0,0,null
"""SOCO location, Big 4BR, Jacuzzi, Sauna""",25184902,"Maria",null,78704,30.23604,-97.74897,"Entire home/apt",4444,2,220,"2021-10-06",2.75,1,294,54,null
"Central 3bed/3bath home. 30 Day minimum stay",11706636,"Holly",null,78756,30.31478,-97.74487,"Entire home/apt",347,30,4,"2016-03-20",0.05,1,0,0,null
"Maison d'Etre",26004097,"Susan",null,78737,30.23182,-97.91703,"Private room",65,1,148,"2020-03-14",2.17,2,6,0,null
"Camp Congress Airstream Park and House",22857707,"Miles",null,78704,30.25569,-97.74675,"Entire home/apt",1575,2,121,"2021-10-10",1.9,8,271,10,null
"SXSW - Just 12 Miles From Downtown",25721187,"Eric",null,78749,30.20842,-97.88367,"Entire home/apt",545,1,0,null,null,1,0,0,null
"Cute Modern East Home for SXSW!",4678938,"Julian",null,78721,30.27334,-97.67696,"Entire home/apt",200,2,1,"2015-03-17",0.01,1,0,0,null
"Central Tarrytown Austin Suite - for SWSW/ACL/UT!",4856304,"Sue",null,78703,30.29432,-97.7657,"Entire home/apt",161,2,52,"2021-10-10",2.19,1,4,28,null
"Modern 2b/2b on Rainey & Townlake!",26080387,"Will",null,78701,30.25682,-97.73901,"Private room",600,2,0,null,null,1,0,0,null
"""Comfortable, Clean South Austin 2BD""",1284572,"Eric",null,78748,30.18064,-97.8032,"Entire home/apt",190,30,14,"2017-05-08",0.21,1,0,0,null
"North Loop Studio Apt",408286,"Sarah",null,78751,30.31676,-97.71562,"Entire home/apt",169,2,14,"2019-04-14",0.18,1,0,0,null
"SXSW Modern 2BD with Parking",26229179,"Jill",null,78704,30.24313,-97.74096,"Entire home/apt",175,2,15,"2019-03-29",0.48,1,0,0,null
"Cute Bungalow Heart of East Austin!",10376597,"Carrie",null,78702,30.26518,-97.71699,"Private room",50,1,1,"2016-03-17",0.01,1,0,0,null
"Modern Spartan Mansion Guesthouse",1647037,"Sara",null,78702,30.2773,-97.71773,"Entire home/apt",108,1,483,"2021-09-17",12.97,1,88,64,null
"Your SXSW Oasis - Modern Loft Condo",973213,"Zach",null,78703,30.28954,-97.77242,"Entire home/apt",700,1,0,null,null,1,0,0,null
"Stylish family-friendly home w/ pool and view",25748565,"Joe And Kelly",null,78731,30.36274,-97.78148,"Entire home/apt",449,3,35,"2021-08-15",0.63,1,32,6,null
"Beautiful Cozy &  Modern 6th St Condo Downtown!",26268925,"Cristina",null,78703,30.27511,-97.76221,"Entire home/apt",150,10,219,"2021-10-05",2.73,2,308,13,null
"Bouldin Home for SXSW",5658789,"Ingrid",null,78704,30.25796,-97.75232,"Entire home/apt",350,4,1,"2018-03-09",0.02,1,0,0,null
"BEST location in Austin - SoCo",26301113,"Adam",null,78704,30.249,-97.75021,"Entire home/apt",1195,2,15,"2021-05-16",0.27,2,357,2,null
"Take in a Dip in the Heated Pool at a Luxury SoCo Retreat",3626574,"Bill",null,78704,30.24503,-97.74745,"Entire home/apt",233,2,670,"2021-10-13",8.35,4,1,83,null
"""SXSW sleeps 8, great location""",5039246,"Tom",null,78723,30.30633,-97.69966,"Entire home/apt",500,1,0,null,null,1,0,0,null
"East Austin Home Blocks From DT",1165406,"Chelsea",null,78702,30.26244,-97.73172,"Entire home/apt",282,3,212,"2021-09-27",9.77,1,275,33,null
"Hip 2 Bd/2 Ba House in Bouldin/SoCo",1539576,"Stephen",null,78704,30.25048,-97.7621,"Entire home/apt",332,45,68,"2019-06-06",1.56,2,0,0,null
"Deer Run Bed and Breakfast Running Doe Suite",26378062,"Beverly",null,78737,30.21296,-97.98654,"Entire home/apt",188,2,14,"2020-10-12",0.18,3,106,0,null
"Cute & Convenient East Austin Home",7314414,"Rebecca",null,78722,30.29214,-97.71816,"Entire home/apt",170,2,2,"2015-10-19",0.02,1,0,0,null
"Apartment for rent during SXSW",7557302,"Maddy",null,78702,30.26803,-97.73077,"Entire home/apt",400,3,0,null,null,1,0,0,null
"2 BdRoom Sleeps 5 - 5 min Downtown",12621688,"Yannik",null,78705,30.30047,-97.73909,"Entire home/apt",500,1,0,null,null,1,0,0,null
"The PERFECT location for your East Austin getaway!",12912851,"Carrie & Danny",null,78722,30.28093,-97.7187,"Entire home/apt",232,1,26,"2021-10-10",5.38,1,124,26,null
"""Spacious Apt,  5 mins from DT""",26440633,"Parker",null,78749,30.23133,-97.82327,"Entire home/apt",150,2,12,"2018-10-07",0.15,1,0,0,null
"North Austin Condo",26441296,"Alejandro",null,78758,30.37097,-97.7136,"Private room",60,2,0,null,null,1,0,0,null
"Cozy BDR in Anderson Mill",2960778,"Cristina",null,78750,30.46024,-97.81008,"Private room",200,3,0,null,null,2,0,0,null
"Cozy BDR in Anderson Mill",2960778,"Cristina",null,78750,30.45868,-97.80963,"Private room",175,3,0,null,null,2,0,0,null
"Executive Manor in Central Austin",26439378,"Ben",null,78703,30.27659,-97.75879,"Entire home/apt",3200,1,0,null,null,1,0,0,null
"Walk downtown & to the Eastside's best offerings",4745284,"Austin Vacation",null,78702,30.26706,-97.71607,"Entire home/apt",200,3,14,"2021-07-11",0.17,1,0,4,null
"Fantastic East Austin House!",26498775,"Matthew",null,78702,30.27713,-97.71802,"Entire home/apt",500,1,0,null,null,1,0,0,null
"""Casita blocks from DT, E 6th, Town Lake, Rainey St""",26502184,"Deanna",null,78702,30.25752,-97.73416,"Entire home/apt",136,1,388,"2021-09-26",5.2,2,152,54,null
"Canterbury Manor",3828170,"Donna",null,78702,30.25513,-97.72514,"Entire home/apt",92,28,186,"2020-01-19",2.74,2,67,0,null
"East Central Home Beds for 10",25989423,"Keith",null,78702,30.27723,-97.71242,"Entire home/apt",900,4,1,"2015-03-17",0.01,2,0,0,null
"Great SoSo 2/1!  Recently remodeled",26621863,"Matt",null,78704,30.23963,-97.75897,"Entire home/apt",196,3,1,"2015-03-18",0.01,1,0,0,null
"Great South Congress Apartment",26652992,"Jon",null,78704,30.25045,-97.74939,"Entire home/apt",40,1,0,null,null,1,0,0,null
"Hyde Park Studio is your Texas home",26702651,"Jacque",null,78751,30.30818,-97.71701,"Entire home/apt",375,3,0,null,null,1,0,0,null
"Cozy Loft near Downtown Austin!",17374427,"Nathan",null,78751,30.30997,-97.72687,"Private room",45,5,3,"2016-03-23",0.04,1,0,0,null
"Vacation Home w/ Whole Home Air Cleaner & Jacuzzi",4035731,"Matt & Amy",null,78723,30.29325,-97.68528,"Entire home/apt",356,2,24,"2020-09-07",1.05,2,207,0,null
"Room in Central East Austin House",8052402,"Lucy",null,78702,30.26604,-97.714,"Private room",50,1,18,"2017-07-23",0.26,1,0,0,null
"Travis Heights Creekhouse",26750813,"Martha",null,78704,30.24951,-97.74346,"Entire home/apt",85,60,0,null,null,1,0,0,null
"Hip Bungalow! Close to Downtown!",1883744,"Nancy",null,78704,30.23453,-97.76127,"Entire home/apt",130,1,182,"2021-10-04",2.28,6,349,26,null
"Carson Creek Glamping Safari Tent With A/C",9316080,"Joan",null,78742,30.2285,-97.66393,"Entire home/apt",120,2,52,"2021-09-26",1.43,6,82,20,null
"East Side Bungalow - 3 bedrooms",12191263,"Tony",null,78702,30.27685,-97.70103,"Entire home/apt",450,3,1,"2017-03-19",0.02,1,0,0,null
"Remodeled 3/2 Great Location",9564810,"David",null,78704,30.23474,-97.75279,"Private room",700,1,0,null,null,1,0,0,null
"East Austin Home",1822182,"Justin",null,78702,30.26308,-97.70391,"Private room",67,2,55,"2021-06-20",0.71,1,271,6,null
"New listing! 50s-era home w/ central AC/full kitchen - close to downtown Austin",1488733,"Vacasa Texas",null,78757,30.33512,-97.72336,"Entire home/apt",277,2,97,"2021-09-26",59.39,21,346,18,null
"Casual/Chill House in East Austin SXSW adjacent",24875946,"Aaron",null,78702,30.25295,-97.72735,"Entire home/apt",75,2,4,"2016-03-17",0.05,1,0,0,null
"Great Location! Walk to downtown!",26903359,"Milton",null,78704,30.26169,-97.77364,"Entire home/apt",550,1,0,null,null,1,0,0,null
"Cute Midcentury Modern Home",26927666,"Matt",null,78723,30.30083,-97.68571,"Entire home/apt",140,2,6,"2017-10-15",0.11,1,0,0,null
"Austin at your doorstep!",26928797,"Cari",null,78704,30.24755,-97.7474,"Entire home/apt",110,2,2,"2015-03-17",0.02,1,0,0,null
"Simple/clean private Bedroom/ Bath",20617057,"Dallas",null,78745,30.2039,-97.78423,"Private room",30,99,2,"2015-02-08",0.03,1,90,0,null
"GREAT GROUP HOUSE  FOR SXSW!!!",3638285,"Jenifer",null,78745,30.1873,-97.77809,"Entire home/apt",325,2,1,"2015-03-23",0.01,1,0,0,null
"2/1.5 a mile from Downtown!",24405569,"Martha",null,78702,30.27859,-97.71755,"Private room",300,2,1,"2016-03-17",0.01,1,357,0,null
"Austin Traveler’s Retreat-Bachelor(ette)s Welcome!",26561222,"Mike",null,78704,30.24259,-97.78476,"Entire home/apt",417,2,112,"2021-10-04",2.3,1,133,37,null
"Central 3/2 House avail March only",8716042,"Jason",null,78757,30.34239,-97.74861,"Entire home/apt",274,31,0,null,null,1,365,0,null
"Cherrywood East Side Bungalow SXSW",289189,"Sarah",null,78722,30.28875,-97.71433,"Entire home/apt",700,4,0,null,null,1,0,0,null
"1 bedroom/1 bath Apt in S Austin",27049864,"Max",null,78704,30.22765,-97.75484,"Entire home/apt",200,1,0,null,null,1,0,0,null
"""Central Austin, 5 Min Downtown, UT Campus""",1523587,"Dallas",null,78705,30.28717,-97.72513,"Entire home/apt",145,2,123,"2020-03-02",1.71,18,0,0,null
"7 Bedroom East Downtown House",2013339,"Abe",null,78702,30.27322,-97.72714,"Entire home/apt",1650,3,90,"2021-10-10",2.06,3,0,18,null
"Studio Available for SXSW",27116853,"Shelbie",null,78703,30.27505,-97.7587,"Entire home/apt",500,2,2,"2015-03-18",0.02,1,0,0,null
"Spacious South Austin Charmer",27127362,"Paolo",null,78745,30.18627,-97.81457,"Private room",100,5,1,"2015-03-21",0.01,1,0,0,null
"Heart of Downtown Austin",26200734,"Amanda",null,78701,30.26632,-97.73543,"Entire home/apt",900,1,0,null,null,1,0,0,null
"""Steps to South Congress, Sleeps 4""",3966278,"Zahie",null,78704,30.24605,-97.75468,"Entire home/apt",250,2,12,"2021-07-25",0.23,1,76,1,null
"Mid-Century Modern Pool Pad w/7 beds & 3 baths",27159546,"A.",null,78723,30.30673,-97.67553,"Entire home/apt",656,1,208,"2021-09-06",2.9,1,0,48,null
"Oscar De La Renta",27179780,"Oscar",null,78731,30.32808,-97.75246,"Entire home/apt",900,1,0,null,null,1,0,0,null
"Hostel style Farm House",27179996,"Pepper",null,78744,30.1997,-97.73786,"Shared room",53,2,1,"2015-03-23",0.01,1,0,0,null
"Downtown East Side Bungalow",19083042,"Steven",null,78702,30.26052,-97.73343,"Entire home/apt",999,3,1,"2015-03-18",0.01,1,0,0,null
"Colorful & Eclectic near downtown",3132118,"Tracy",null,78704,30.23929,-97.7843,"Entire home/apt",51,6,3,"2015-03-24",0.07,1,0,0,null
"Beautiful Blend of Modern & Vintage",27208642,"Laura",null,78752,30.33844,-97.70887,"Entire home/apt",460,1,0,null,null,1,0,0,null
"""Hyde Park Bungalow 512.. Location, Comfort & Ease!""",27209059,"Chris",null,78751,30.30146,-97.72651,"Entire home/apt",420,30,37,"2021-08-17",0.49,1,175,1,null
"Luxury Apartment Perfect for SXSW",27214357,"John",null,78704,30.22981,-97.76695,"Entire home/apt",275,3,0,null,null,1,0,0,null
"The Littlefields by Lodgewell | Cool-Fun Loft | A3",15782486,"Lodgewell",null,78701,30.26643,-97.74199,"Entire home/apt",269,1,154,"2021-09-19",2.03,34,157,11,null
"The Littlefields by Lodgewell | Downtown Chic | A7",15782486,"Lodgewell",null,78701,30.26837,-97.74247,"Entire home/apt",266,1,123,"2021-09-20",1.56,34,158,10,null
"NEW POOL & KITCHEN in the Heart of South Congress!",1523587,"Dallas",null,78704,30.24842,-97.75245,"Entire home/apt",871,3,97,"2021-09-26",1.33,18,0,17,null
"Rustic Studio Guesthouse with Rooftop Patio",27163465,"Karen",null,78704,30.24995,-97.76877,"Entire home/apt",289,3,53,"2021-10-11",0.66,1,184,10,null
"South Congress Neighborhood -  Charming Bungalow",22369533,"Allison & Cam",null,78704,30.25061,-97.76033,"Entire home/apt",221,3,131,"2021-09-26",2.55,1,161,16,null
"""Wow, Glass-Walled Design Bungalow near University of Texas""",12628034,"Michael",null,78723,30.30799,-97.7015,"Entire home/apt",198,2,328,"2021-10-05",138.59,2,276,57,null
"2 Bed / 2 Bath SoCo Apartment",4042123,"Benjamin",null,78704,30.25506,-97.74686,"Entire home/apt",799,1,0,null,null,1,0,0,null
"Zilker/Green Belt Room",6058875,"Kay",null,78746,30.25882,-97.78863,"Private room",129,1,0,null,null,1,0,0,null
"""Charming 1-1 HydePark/UT Bungalow; Util, W/D, WiFi""",26431652,"Margo And Frank",null,78751,30.30958,-97.72568,"Entire home/apt",60,29,9,"2021-07-31",0.13,3,107,1,null
"Spacious Apartment In Austin",27282717,"Scott",null,78741,30.2217,-97.72122,"Entire home/apt",250,1,0,null,null,1,0,0,null
"SXSW!!!!!",27283435,"Simeon",null,78703,30.26925,-97.75464,"Entire home/apt",999,1,0,null,null,1,0,0,null
"""Modern Upstairs Retreats 3 bed, 2 bath; 2nd floor""",1421618,"Diana",null,78729,30.46482,-97.78645,"Private room",177,2,7,"2017-10-23",0.09,4,0,0,null
"Bike/Walk Downtown Zilker Townhome",27295467,"Adam",null,78704,30.26225,-97.77611,"Entire home/apt",2000,3,0,null,null,1,364,0,null
"The Littlefields by Lodgewell | City Loft | A8",15782486,"Lodgewell",null,78701,30.26838,-97.74082,"Entire home/apt",278,1,131,"2021-09-13",5.01,34,173,16,null
"The Littlefields by Lodgewell>>Downtown Loft | C6",15782486,"Lodgewell",null,78701,30.2664,-97.7429,"Entire home/apt",279,1,162,"2021-09-27",7,34,157,10,null
"The Littlefields by Lodgewell | Top Floor Fun | C7",15782486,"Lodgewell",null,78701,30.26678,-97.74247,"Entire home/apt",214,1,102,"2021-08-16",1.51,34,166,5,null
"Modern Minimalism walk to Downtown!",8416163,"Jeremy",null,78702,30.26735,-97.72383,"Entire home/apt",325,5,3,"2018-03-13",0.04,1,2,0,null
"Private Rm near SoCo - Walk to DT!",27356971,"Gina",null,78704,30.25356,-97.74348,"Private room",63,1,569,"2021-09-25",9.06,1,267,52,null
"Walk to Local Hot Spots. Experience Austin",4147674,"Jessica",null,78702,30.25701,-97.72663,"Entire home/apt",249,2,278,"2021-09-28",3.67,3,187,51,null
"Charming East Austin SXSW Getaway",22860887,"Jessie",null,78722,30.28512,-97.72343,"Entire home/apt",415,2,1,"2015-03-22",0.01,1,0,0,null
"Private Bedroom in Downtown Apartment for SXSW",27415728,"Cecilia",null,78703,30.27965,-97.756,"Private room",185,1,7,"2017-03-12",0.1,1,0,0,null
"West Aust  studio WALK TO ACL",1782327,"Theresa",null,78703,30.2831,-97.77044,"Entire home/apt",180,2,2,"2015-03-17",0.06,2,0,0,null
"""West Austin Studio, great for SXSW or ACL.""",1782327,"Theresa",null,78703,30.28386,-97.76964,"Entire home/apt",175,2,1,"2018-10-08",0.03,2,173,0,null
"Travis Heights Duplex",12775709,"Emily",null,78704,30.2393,-97.73958,"Entire home/apt",425,1,1,"2015-03-16",0.01,1,0,0,null
"East Central / UT / Downtown",415387,"Daniel",null,78722,30.28268,-97.72126,"Entire home/apt",97,21,114,"2021-08-07",1.89,1,10,3,null
"""Spacious, Modern Home on Metro Rail""",2275411,"Nicolai",null,78702,30.28013,-97.7072,"Entire home/apt",450,4,2,"2016-03-17",0.03,1,0,0,null
"Modern 3/2 Bungalow",27528815,"Kristin",null,78722,30.28751,-97.71599,"Entire home/apt",800,2,0,null,null,1,0,0,null
"Close to almost everything! Entire Home: 3/2",11403875,"Ashley",null,78704,30.25365,-97.76731,"Entire home/apt",451,2,13,"2018-10-21",0.16,3,0,0,null
"""Forest Views in South Austin, Close to Everything!""",6182560,"Ryan",null,78745,30.21248,-97.82867,"Private room",95,1,2,"2016-10-09",0.03,1,0,0,null
"Cozy room close to UT/downtown",27058803,"Lola",null,78723,30.31224,-97.70115,"Private room",58,2,97,"2021-10-10",1.3,2,281,1,null
"Hands Down Best SXSW Large Home",26494605,"Steve",null,78703,30.27804,-97.75824,"Entire home/apt",1400,1,0,null,null,1,0,0,null
"""Cozy 1BD, 5 minutes from Downtown.""",27553710,"Errol",null,78705,30.29296,-97.7416,"Entire home/apt",195,1,1,"2015-03-21",0.01,1,0,0,null
"""Spacious town home, moments from DT""",9408015,"Jillian",null,78745,30.21926,-97.79316,"Entire home/apt",700,1,0,null,null,1,0,0,null
"Come stay on Mellow Meadows",27556157,"Lindsey",null,78750,30.45988,-97.79916,"Entire home/apt",170,1,2,"2015-03-23",0.02,1,0,0,null
"""Updated 3 Bed 3 Bath, Close to SXSW""",27620162,"Morgan",null,78741,30.23557,-97.71059,"Entire home/apt",215,3,1,"2015-03-23",0.01,1,0,0,null
"Cozy South Austin Guest House with Private Entrance",27648445,"Geoff",null,78704,30.24583,-97.749,"Entire home/apt",131,2,241,"2021-10-10",3.08,1,210,44,null
"East Side Beehive",1770732,"Kerthy",null,78702,30.2801,-97.71402,"Entire home/apt",246,2,161,"2021-10-11",2.08,1,0,21,null
"Sunny SXSW Barton Hills Apt.",2518867,"Brian",null,78704,30.25849,-97.7731,"Private room",290,1,0,null,null,1,0,0,null
"""1/1 + laundry, sleeps 4, near transit, Pets OK.""",27674647,"Tera",null,78756,30.32966,-97.73582,"Entire home/apt",150,1,0,null,null,1,0,0,null
"""Zilker 2BR, 1BA Treehouse! 3 decks!""",2791060,"Neal",null,78704,30.2497,-97.77818,"Entire home/apt",165,30,9,"2018-04-12",0.16,2,346,0,null
"Spacious 2 Bedroom in East Austin",27695500,"Derek",null,78721,30.2572,-97.68194,"Entire home/apt",600,1,0,null,null,1,0,0,null
"Cozy East Side Duplex",27795514,"Kevin",null,78702,30.26286,-97.70703,"Entire home/apt",106,2,81,"2017-10-14",1.15,1,0,0,null
"Walk to SXSW from this lovely 2BD!",18361477,"Graham",null,78704,30.25759,-97.75208,"Entire home/apt",950,1,0,null,null,1,0,0,null
"Urban oasis 10mins from downtown",1731753,"Karen",null,78745,30.20162,-97.81211,"Entire home/apt",110,30,13,"2021-07-31",0.22,1,247,6,null
"""Cozy, Canyon View 2/2 for SXSW""",2525712,"Jennifer",null,78759,30.39746,-97.75073,"Entire home/apt",200,3,1,"2015-03-20",0.01,1,0,0,null
"West Campus Apartment",11641045,"William",null,78705,30.28736,-97.7435,"Entire home/apt",500,1,0,null,null,1,0,0,null
"4BR Luxury/Vibrant Modern Home Downtown Austin",27813283,"Gary",null,78741,30.23983,-97.73227,"Entire home/apt",400,2,61,"2021-09-19",1.09,1,53,15,null
"Cozy apartment in N. Austin",27839802,"Sarah",null,78754,30.37971,-97.65235,"Entire home/apt",180,1,0,null,null,1,0,0,null
"""In the Heart of Austin, minutes to S Congress""",27842555,"Mari",null,78704,30.24004,-97.75086,"Entire home/apt",159,2,1,"2020-04-19",0.06,2,40,0,null
"GORGEOUS CONDO VIEW OF DT AND 4TH",27842555,"Mari",null,78701,30.26703,-97.74292,"Entire home/apt",326,2,89,"2019-09-28",3.22,2,0,0,null
"3bd/3bath-Walk to S. 1st/S. Congress/S. Lamar",27844806,"Deidre",null,78704,30.24503,-97.76059,"Entire home/apt",500,4,1,"2017-08-06",0.02,1,0,0,null
"S. Lamar loft perfect for SXSW!",27848186,"Laney",null,78704,30.2459,-97.78356,"Entire home/apt",400,1,0,null,null,1,0,0,null
"Maison d'Etre 2",26004097,"Susan",null,78737,30.23128,-97.91864,"Private room",65,1,87,"2019-11-17",1.11,2,6,0,null
"South Lamar 2Bed/2Bath w/ Parking",20915281,"Cale",null,78704,30.23832,-97.78444,"Entire home/apt",210,2,4,"2015-10-12",0.05,1,0,0,null
"Cute 2BD Condo South of Downtown (4 miles)",7197569,"Holly",null,78704,30.23484,-97.78532,"Entire home/apt",131,14,43,"2021-07-31",0.87,1,314,5,null
"2 Bedroom Townhouse - Dog Friendly + Private Yard!",27893214,"Goodwin",null,78741,30.22092,-97.74561,"Entire home/apt",75,2,0,null,null,1,0,0,null
"Red room",11358358,"Regina",null,78702,30.27984,-97.71393,"Private room",200,1,0,null,null,1,0,0,null
"""Apartment, GREAT location!""",26122915,"Jody",null,78704,30.25507,-97.76569,"Entire home/apt",400,1,0,null,null,1,361,0,null
"The Director's Suite in Downtown",4929310,"Ryan",null,78701,30.26431,-97.74004,"Entire home/apt",509,1,166,"2021-09-27",2.97,28,303,19,null
"Lake Travis home / Main Sailing Basin",4852962,"Earlene",null,78732,30.41613,-97.89249,"Entire home/apt",277,3,154,"2021-10-10",2.16,1,0,22,null
"House on DT BusLine for SXSW!",26504570,"Kayleigh",null,78745,30.22201,-97.77563,"Entire home/apt",400,2,0,null,null,1,0,0,null
"Renting a room in my apt for SXSW",27968003,"Diana",null,78705,30.29201,-97.74378,"Private room",375,1,0,null,null,2,0,0,null
"Stylish Home in Downtown ATX with View + Outdoor TV + Covered Patio",5381028,"John - Austin Vacay",null,78702,30.27458,-97.72996,"Entire home/apt",161,1,287,"2021-02-15",8.89,1,281,20,null
"7 minute walk to SXSW.",27976802,"Remington",null,78704,30.25482,-97.74511,"Entire home/apt",1200,1,0,null,null,1,0,0,null
"5 BDRM/4BA - Perfect for SWSX interactive!",28000574,"Craig",null,78703,30.30548,-97.75601,"Entire home/apt",1200,4,2,"2018-03-16",0.03,1,191,0,null
"Hyde Park 1 Bedroom",5738721,"Sarah",null,78705,30.30124,-97.73905,"Entire home/apt",225,1,1,"2015-03-18",0.01,1,0,0,null
"Eastside House - 2/2 + office",252642,"Jason",null,78702,30.27433,-97.71907,"Entire home/apt",150,60,3,"2018-09-29",0.07,1,239,0,null
"Modern Downtown 2BD for SXSW",28016525,"Matt",null,78701,30.26944,-97.75068,"Entire home/apt",299,1,1,"2016-03-16",0.01,2,0,0,null
"East Austin House for SXSW",20582902,"Emily",null,78702,30.26142,-97.73069,"Entire home/apt",1000,1,1,"2016-03-15",0.01,1,0,0,null
"East side 3br 2.5ba house for ACL!",28026036,"Noah",null,78702,30.27799,-97.70229,"Entire home/apt",239,5,1,"2015-03-22",0.01,1,0,0,null
"Mid-Century Modern",28056944,"Jennifer",null,78746,30.2764,-97.78026,"Entire home/apt",550,4,35,"2021-10-11",0.84,1,0,5,null
